Country Name,"Country Code","Series Name","Series Code","Time","Time Code","Value"
Canada,"CAN","GDP per capita (current US$)","NY.GDP.PCAP.CD","2005","YR2005","36383.6600068095"
Canada,"CAN","GDP per capita (current US$)","NY.GDP.PCAP.CD","2006","YR2006","40504.0370977806"
Canada,"CAN","GDP per capita (current US$)","NY.GDP.PCAP.CD","2007","YR2007","44660.0838892281"
Canada,"CAN","GDP per capita (current US$)","NY.GDP.PCAP.CD","2008","YR2008","46710.2526864484"
Canada,"CAN","GDP per capita (current US$)","NY.GDP.PCAP.CD","2009","YR2009","40874.8831932903"
Canada,"CAN","GDP per capita (current US$)","NY.GDP.PCAP.CD","2010","YR2010","47560.6666009406"
Canada,"CAN","GDP per capita (current US$)","NY.GDP.PCAP.CD","2011","YR2011","52223.8588398531"
Canada,"CAN","GDP per capita (current US$)","NY.GDP.PCAP.CD","2012","YR2012","52670.3447335415"
Canada,"CAN","GDP per capita (current US$)","NY.GDP.PCAP.CD","2013","YR2013","52638.1187235237"
Canada,"CAN","GDP per capita (current US$)","NY.GDP.PCAP.CD","2014","YR2014","50960.8431174661"
Canada,"CAN","GDP per capita (current US$)","NY.GDP.PCAP.CD","2015","YR2015","43594.1941045394"
Canada,"CAN","GDP per capita (current US$)","NY.GDP.PCAP.CD","2016","YR2016","42314.0615817218"
Canada,"CAN","GDP per capita (current US$)","NY.GDP.PCAP.CD","2017","YR2017","45129.628116623"
Canada,"CAN","GDP per capita (current US$)","NY.GDP.PCAP.CD","2018","YR2018","46539.1761570405"
France,"FRA","GDP per capita (current US$)","NY.GDP.PCAP.CD","2000","YR2000","22340.5939516217"
France,"FRA","GDP per capita (current US$)","NY.GDP.PCAP.CD","2001","YR2001","22331.7948343036"
France,"FRA","GDP per capita (current US$)","NY.GDP.PCAP.CD","2002","YR2002","24144.5727019529"
France,"FRA","GDP per capita (current US$)","NY.GDP.PCAP.CD","2003","YR2003","29479.5222101175"
France,"FRA","GDP per capita (current US$)","NY.GDP.PCAP.CD","2004","YR2004","33644.9282220364"
France,"FRA","GDP per capita (current US$)","NY.GDP.PCAP.CD","2005","YR2005","34696.3718316971"
France,"FRA","GDP per capita (current US$)","NY.GDP.PCAP.CD","2006","YR2006","36431.5658906555"
France,"FRA","GDP per capita (current US$)","NY.GDP.PCAP.CD","2007","YR2007","41486.1907828787"
France,"FRA","GDP per capita (current US$)","NY.GDP.PCAP.CD","2008","YR2008","45464.8181385158"
France,"FRA","GDP per capita (current US$)","NY.GDP.PCAP.CD","2009","YR2009","41728.0884164132"
France,"FRA","GDP per capita (current US$)","NY.GDP.PCAP.CD","2010","YR2010","40694.8211697025"
France,"FRA","GDP per capita (current US$)","NY.GDP.PCAP.CD","2011","YR2011","43929.7840873812"
France,"FRA","GDP per capita (current US$)","NY.GDP.PCAP.CD","2012","YR2012","40863.5814412333"
France,"FRA","GDP per capita (current US$)","NY.GDP.PCAP.CD","2013","YR2013","42669.1795111893"
France,"FRA","GDP per capita (current US$)","NY.GDP.PCAP.CD","2014","YR2014","43148.0459288416"
France,"FRA","GDP per capita (current US$)","NY.GDP.PCAP.CD","2015","YR2015","36702.4323733379"
France,"FRA","GDP per capita (current US$)","NY.GDP.PCAP.CD","2016","YR2016","37024.2157133669"
France,"FRA","GDP per capita (current US$)","NY.GDP.PCAP.CD","2017","YR2017","38687.1626407164"
France,"FRA","GDP per capita (current US$)","NY.GDP.PCAP.CD","2018","YR2018","41418.1766484844"
,"","","","","",""
,"","","","","",""
,"","","","","",""
Data from database: World Development Indicators,"","","","","",""
Last Updated: 07/01/2025,"","","","","",""
